title,release_date,genre,rating,story,review,url
유열의 음악앨범,개봉일 : 2019-08-28,"멜로·로맨스, 드라마",12세이상관람가,"""오늘 기적이 일어났어요.""1994년 가수 유열이 라디오 DJ를 처음 진행하던 날,엄마가 남겨준 빵집에서 일하던 미수(김고은)는 우연히 찾아 온 현우(정해인)를 만나설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다.""그때, 나는 네가 돌아오지 않을 거라고 생각했어. 그래도 기다렸는데…""다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다.계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람…함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?","penny2003
2019-09-01 22:08:23
6
지나치게 우연에 기댄 스토리 전개는 몰입감을 방해한다.
신고",http://www.cine21.com/movie/info/?movie_id=53508
유열의 음악앨범,개봉일 : 2019-08-28,"멜로·로맨스, 드라마",12세이상관람가,"""오늘 기적이 일어났어요.""1994년 가수 유열이 라디오 DJ를 처음 진행하던 날,엄마가 남겨준 빵집에서 일하던 미수(김고은)는 우연히 찾아 온 현우(정해인)를 만나설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다.""그때, 나는 네가 돌아오지 않을 거라고 생각했어. 그래도 기다렸는데…""다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다.계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람…함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?","hwachul92
2019-09-01 17:10:01
8
스토리가 너무 조용하고 로맨스도 조금 뻔했기는 했지만 나름대로 감성과 몰입도가 높았던 로맨스영화였습니다! 1990년대부터 2000년대로 흘러가는 스토리에서 그 시대의 음악과 라디오 방송의 조화를 통한 두 주인공의 러브 스토리를 달달하게 잘 표현해서 어느 정도 볼만한 영화였습니다! 김고은과 정해인의 로맨스는 감성적이고 좋았으니, 별 4개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=53508
유열의 음악앨범,개봉일 : 2019-08-28,"멜로·로맨스, 드라마",12세이상관람가,"""오늘 기적이 일어났어요.""1994년 가수 유열이 라디오 DJ를 처음 진행하던 날,엄마가 남겨준 빵집에서 일하던 미수(김고은)는 우연히 찾아 온 현우(정해인)를 만나설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다.""그때, 나는 네가 돌아오지 않을 거라고 생각했어. 그래도 기다렸는데…""다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다.계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람…함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?","kyeong5800
2019-08-23 14:17:25
10
감독님 작가님 배우분 호흡이 완벽한영화
빠른호흡들의 연속인 영화들속에서 정말 오랜 만에 긴호흡으로 긴여운 남기는 가슴따뜻한영화
적어도 세번이상은 보고싶게 만든 영화
more
신고",http://www.cine21.com/movie/info/?movie_id=53508
유열의 음악앨범,개봉일 : 2019-08-28,"멜로·로맨스, 드라마",12세이상관람가,"""오늘 기적이 일어났어요.""1994년 가수 유열이 라디오 DJ를 처음 진행하던 날,엄마가 남겨준 빵집에서 일하던 미수(김고은)는 우연히 찾아 온 현우(정해인)를 만나설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다.""그때, 나는 네가 돌아오지 않을 거라고 생각했어. 그래도 기다렸는데…""다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다.계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람…함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?","ys80love
2019-08-23 12:21:27
10
오랜만에 만난 멜로. 예전 감성들을 영화 한편으로 추억할 수 있어서 행복했어요.
신고",http://www.cine21.com/movie/info/?movie_id=53508
윤희에게,개봉일 : 2019-11-14,멜로·로맨스,12세이상관람가,"다시 날 가슴 뛰게 만든 그 말“윤희에게, 잘 지내니?”평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지.편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채발신인이 살고 있는 곳으로 여행을 제안하고,'윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다.'새봄'과 함께 여행을 떠난 ‘윤희’는끝없이 눈이 내리는 그곳에서첫사랑을 만날지도 모른다는 기대를 품는데…","thrill5
2019-12-10 19:33:56
10
윤희(김희애)는 이혼녀다. 요새 이혼을 했다는 게 그리 큰 죄도 아니고

과오도 아닌데 작품에서 전 남편 인호(유재명)를 박대하는걸 보면 굉장히

날카로운 날이 서있다. 그에 비하면 인호는 윤희를 어찌할 줄 모른다.

심지어 윤희가 키우고 있는 딸 새봄(김소혜)이 아빠 인호를 찾아 갔을 때

인호는 경찰이다. 직업도 괜찮고 성실하고 자상한 사람 같은데 윤희는

인호를 박대하고 싫어한다.

인호가 딸에게 자기 엄마에 대해 사람을 참 괴롭게 만든다고 하는데 윤희

평상시 표정부터가 괴롭게 하기에 딱 안성맞춤이다. 표정이 죽지 못해 사는

표정에다가 밝은 면이 없이 그저 일터든 일상이든 웃는 표정은 물론이고

인상을 안 쓰면 다행이다.

작품 초반 일본 북해도의 오타루 지역에서 배달된 한 통의 편지로 딸 새봄은

일본에 엄마인 윤희의 친구가 있다는 걸 알고 수능시험 종료 이후 모녀와의

일본 여행을 계획한다. 여기엔 새봄을 좋아하는 이성친구 경수(성유빈)가

도움을 주고 두 십대의 시나리오대로 윤희와 친구와의 재회를 기획한다.

윤희의 친구 쥰(나카무라 유코)은 결혼을 하지 않았다. 부친의 장례를

치르고 오는 차 안에서 지인으로 보이는 남자가 남자를 소개 시켜준다니까

화를 내고 지인과의 술자리에서도 연애를 안 하냐고 물어보니 대답을

미룰 뿐이다.

친구인 두 여인이 보이는 태도는 자연스레 퀴어의 모습을 드러낸다. 둘의

동성연애가 허용되지 않았던 시대에서 둘이 헤어졌던 세월만큼 둘은

상처를 받으며 자신들의 성 정체성을 감추고 엄청난 시련과 고통을 견뎌야

했던 것이다. 특히 결혼을 하지 않은 채로 살던 쥰은 설국의 풍경을

즐기면서 윤희보다 정신적으로 더 편하게 살았다고 할 수 있고 윤희는

한국의 경직된 시선으로부터의 고립과 자신이 원하지 않았던 결혼까지

하게 된다. 그렇기 때문에 자상하고 직업도 괜찮은 인호에게 날선 모습을

보인 것이다.

퀴어 작품은 노골적으로 선정적인 성애 모습을 보이거나 탄압을 받고

저항의 상징으로 드러나는 작품들이 많았다면 이번 ‘윤희에게’는 잔잔하면

서 일본 오타루의 풍경이 인상 깊으며 서정적이고 정서적인 우정을

뛰어넘는 애정의 묘사에 공들인 작품이다. 특히 자신의 모친의 기분전환을

비롯해 인생의 결정적인 순간을 제공한 딸 새봄의 역할도 무시할 수 없는

작품이다.

꼭 ‘퀴어’에 방점을 찍지 않더라도 충분히 아름다운 작품은 성차를 뛰어넘어

정서적인 교감과 더불어 일본의 설국 풍경이 짙게 남는 작품이다.
more
신고",http://www.cine21.com/movie/info/?movie_id=54227
윤희에게,개봉일 : 2019-11-14,멜로·로맨스,12세이상관람가,"다시 날 가슴 뛰게 만든 그 말“윤희에게, 잘 지내니?”평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지.편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채발신인이 살고 있는 곳으로 여행을 제안하고,'윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다.'새봄'과 함께 여행을 떠난 ‘윤희’는끝없이 눈이 내리는 그곳에서첫사랑을 만날지도 모른다는 기대를 품는데…","dsa1981
2019-12-05 22:45:39
10
사무칠수록 담담하게 <러브 레터>의 유산 새봄, 새롭게 찾아올 봄을 향한 편지 ‘상실의 시대’를 애도하며, 여전히 ‘사랑을 믿다’
more
신고",http://www.cine21.com/movie/info/?movie_id=54227
윤희에게,개봉일 : 2019-11-14,멜로·로맨스,12세이상관람가,"다시 날 가슴 뛰게 만든 그 말“윤희에게, 잘 지내니?”평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지.편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채발신인이 살고 있는 곳으로 여행을 제안하고,'윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다.'새봄'과 함께 여행을 떠난 ‘윤희’는끝없이 눈이 내리는 그곳에서첫사랑을 만날지도 모른다는 기대를 품는데…","penny2003
2019-11-16 23:59:33
7
누구에게나 있을 법한 그리움이란 감정을 온전히 느낄 수 있었다.
신고",http://www.cine21.com/movie/info/?movie_id=54227
윤희에게,개봉일 : 2019-11-14,멜로·로맨스,12세이상관람가,"다시 날 가슴 뛰게 만든 그 말“윤희에게, 잘 지내니?”평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지.편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채발신인이 살고 있는 곳으로 여행을 제안하고,'윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다.'새봄'과 함께 여행을 떠난 ‘윤희’는끝없이 눈이 내리는 그곳에서첫사랑을 만날지도 모른다는 기대를 품는데…","gsshin
2019-11-13 09:50:39
6
실은 다가오는 겨울 러브레터를 생각하며 영화를 보러갔었다.

공감력 부족 때문인지 마음에서 찡하게 다가오지는 않았지만,

윤희의 아픔을, 슬픔을, 외로움을 다소 이해할수 있었다.

힘든 삶을 살았지만 그녀에게는 위로해 줄 수 있는 딸이 있지않은가?

아이러니하지만 그녀 옆에 남은 새봄이에게 많은 위안을 받았으면 한다.
more
신고",http://www.cine21.com/movie/info/?movie_id=54227
은지: 돌이킬 수 없는 그녀,개봉일 : 2019-12-19,"스릴러, 미스터리",Unable to get rating,"아무도 모르는 그곳에서 벌어지는 끔찍한 사건들!누가 진짜 가해자인가?!평화롭고 아담한 섬, 연모도그 섬에 기타 하나와 스쿠버 장비를 들고 은지가 힐링을 위해 찾아온다.미모의 여성 출현에 음산하게 술렁이는 어촌 계 남자들.특히, 연모도의 대통령 용태와 그의 수족윤길, 병삼이 은지를 음흉하게 쳐다본다.그런 스산함이 계속되던 어느 날,은지는 어촌 계 남자들이 자신이 타고 나갈 배를차단시켰다는 사실을 알게 되는데…은지 주변으로 하나 둘 모이기 시작하는 사람들,주민도, 경찰도, 모두가 수상하다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55525
이스케이프 플랜3,개봉일 : 2019-09-04,상영시간 : 88분,Unable to get rating,"감옥의 끝판왕! 이번엔 데빌 스테이션이다!홍콩 굴지의 기업의 딸이 납치되는 사건이 발생하고,이를 구출하는 미션을 맡게 되는 최고의 탈출 전문가 레이 슬레브린.그 과정에서 여자친구까지 사라지는 일이 벌어지고,이 모든 것이 지난 탈출 사건, 그리고 감옥에 돈을 대고 있는 기업과 연관이 있다는 걸 알게 된다.그들이 납치된 곳은 악마의 정류장이라 불리는 데빌 스테이션이제 선택은 하나다.살아서 탈출하거나 죽어서 그곳에 묻히거나!","hwachul92
2020-04-18 17:29:31
2
전편보다 더 식상하면서 반전도 없는 뻔한 범죄액션영화였습니다! 이제 더는 속편이 안 나오기를 바라는 점도 있고, 상영시간도 짧고 몰입감도 별로 없어서 여러 가지로 실망스러운 점들이 가득해서 별로였습니다! 역대 시리즈 중 가장 졸작이라는 평을 남기면서 이제 여기서 그쳤으면 바램입니다! 전반적으로 뻔하면서 졸망이었으니, 별 1개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=55712
이월,개봉일 : 2019-01-30,드라마,Unable to get rating,"희망이 낯선 시간, 이월도둑 강의를 들으며 공무원 시험을 준비하는 민경. 그나마 가진 돈으로는 수감 중인 아버지의 합의금도 밀린 월세도 낼 수 없다.아직 추운 2월, 민경은 친구 여진의 집에 잠시 머물지만, 우울증을 겪었던 그녀가 안정되어 가는 모습을 보며 질투를 느낀다.여진과의 동거도 오래가지 못하자 애인도 손님도 아닌 어정쩡한 관계였던 진규는 민경에게 함께 살자고 제안한다.민경이 진규의 어린 아들 성훈을 돌보며 그들과 작은 행복을 꿈꿀 무렵 진규에게 예기치 못한 사고가 생긴다.","filmone1
2018-04-13 00:13:52
7
를 연출했던 김중현 감독의 신작 은 공무원 시험을 준비하는 취준생이 생활을 위해 돈 많은 옛날 룸메이트와 아이가 있는 남자와의 관계를 통해 각각 나뉘어져 구성된다.

민경(조민경)은 유일한 가족인 아버지는 감옥에 들어가 있고, 보증금까지 다 까인 집에 집주인 몰래 생활하기도 힘든 상황이다. 생활고로 알바에 공무원 시험까지 함께 준비하고 있던 와중에 일하던 곳에서 만두와 돈을 슬쩍하다가 걸려 쫓겨나게 된다. 또 다른 알바(?)로 컨테이너 박스에서 진규(이주원)와 관계를 맺고 돈을 받다가 곧 그곳도 철거된다는 소식에 이전에 함께 살았던 여진을 찾아 그녀가 요양 차 살고 있는 시골로 무작정 내려간다. 착하지만 세상 물정 모르는 여진은 민경에게 같이 지내자고 한다. 하지만, 민경이 여진이 아팠을 때 한 행동이 들통 나면서 그녀는 다시 진규를 찾고 그의 집에서 같이 살기로 한다. 진규가 일하러 나가는 시간 동안 그의 아들 성훈을 돌보기로 약속하고 성훈과의 유대가 의외로 돈독해진다.

주인공 민경은 절대 착한 캐릭터가 아니다. 오히려 악한 쪽에 가깝다. 그런데 영화를 끝까지 보면 그녀를 쉽게 비난할 순 없을 것이다. 그녀의 모든 상황이 최악으로 뒤따르지만 여진과의 관계, 진규와의 관계에서도 각각 선악의 모습을 다 보여준다. 특히나 엄마가 떠난 진규의 아들인 성훈과의 관계에서 보면 더욱 그러할 것이다.

이 영화에서 가장 인상 깊은 두 장면은 여진의 집 앞에 있는 웅덩이와 나는 컨테이너 박스일 것이다. 웅덩이 이야기는 여진의 할머니 이야기인데 빨치산과 그의 아내에 대한 이야기다. 결국 여진의 집을 떠날 때 민경은 그 웅덩이와 빠지고 만다. 그녀에 앞으로 다가올 상황에 대한 은유로 잘 묘사되었다. 그리고 주제와도 연결되어 있는 엔딩에서 민경에 모습은 그녀의 얼굴에서 많은 것을 보여줬다. 당황하는 모습에서 뭔가 초월하는 듯한 그녀의 얼굴에서 감독이 말하고자하는 바가 느껴졌다.

많은 것을 사유할 수 있는 작품이라, 특히 현 세대를 잘 반영한 작품이라 좋았지만 가끔 관객들에게 잘 전달되지 않은 쇼트들이 간간히 보여 아쉬웠다. 감독과의 대화에서도 언급되었지만 청소하다가 발견하는 머리카락의 쇼트는 감독이 말하기 전에 전혀 그런 의미로 다가오지 않았다. 좀 더 전후 쇼트에서 그 의도에 대한 부연 설명이 있었으면 좋았을 것 같다.

개인적으로 이 영화의 또 다른 성과는 배우 조민경이다. 영화를 보고 나서 어딘 선가 본 거 같아서 검색을 했는데 이 작품이 첫 작품이었고 무려 장편 주인공이 데뷔작이었는데도 불구하고 한국영화에서 잘 접해보지 못했던 캐릭터를 너무 잘 소화해냈다. 캐릭터가 입체적으로 잘 만들어져 있어서 연기하기가 쉽지 않았을 것 같은데 배우와 캐릭터가 잘 붙어있었다. 다음 작품이 벌써 기다려지는 배우이다.

이후 오랜만에 연출한 작품인데도 자신이 출강하는 학교의 학생을 직접 캐스팅 해 만든 작품치고는 꽤 훌륭했다. 좀 더 다듬어진 배우 조민경과 연출자로 다음 작업을 기대해본다.
more
신고",http://www.cine21.com/movie/info/?movie_id=51742
이케아 옷장에서 시작된 특별난 여행,개봉일 : 2019-07-18,"어드벤처, 드라마",12세이상관람가,"옷장에서 하룻밤 신세 좀 지겠습니다!이케아 매장에 가보는 것이 인생 유일한 목표인 파텔은위조 지폐 100유로를 들고 무작정 낭만의 도시 파리로 떠난다.파리에 도착하자마자 이케아를 향해 직진!그 곳에서 운명처럼 ‘마리’를 만나 첫 눈에 사랑에 빠진다.그날 밤, ‘마리‘와의 설레는 데이트를 상상하며옷장 속에서 잠이 드는데...눈 떠보니 런던?이케아 옷장에 실려 뜻밖의 세계 여행을 시작하게 된 파텔!그의 신박한 여행은 파리에서 런던, 바르셀로나, 로마 그리고 트리폴리로 이어지는데…기상천외! 예측불허!특별난 여행이 시작된다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=52846
이타미 준의 바다,개봉일 : 2019-08-15,다큐멘터리,Unable to get rating,"자연과 시간의 결이 깃든 건축을 선물했던 재일 한국인 건축가 이타미 준-유동룡.경계에서 길을 만든 그의 삶, 그곳에 머무는 사람들의 시간과 삶의 터전을 존중한 건축이야기를 통해 끝나지 않은 그의 ‘집’을 들여다보다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=54702
이태원,개봉일 : 2019-12-05,다큐멘터리,Unable to get rating,"미군 달러가 지배하던 공간 ‘이태원’부터, 서울에서 가장 힙한 동네 ‘이태원’까지.1970년대부터 지금까지 이태원에서 살아온 세 여성삼숙 Samsook, 나키 Naki, 영화 Younghwa 의 이야기.","dsa1981
2019-12-05 22:13:12
10
기록이자 풍경
신고",http://www.cine21.com/movie/info/?movie_id=50859
인면어: 저주의 시작,개봉일 : 2019-08-14,"미스터리, 공포",Unable to get rating,빙의 “다른 영혼이 의식에 침범해 행동까지 통제하는 것”사건1. 기이한 살인 | 일가족 전원이 비닐봉지를 뒤집어쓴 채 질식사사건2. 악귀의 봉인 | 빙의 된 악귀를 물고기 속에 가둠사건3. 깨어난 악귀 | 슈베르트의 마왕이 시작되고 그가 돌아온다,There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=54998
인스트루먼트 오브 워,개봉일 : 2019-04-19,"전쟁, 액션, 드라마",Unable to get rating,"미군 폭격기 조종사 클레어 클라인은 폭격기가 격추되어 독일국에 포로로 잡힌 후, 그가 지금까지 치렀던 전쟁은 끝나도 또 다른 전쟁에 직면하게 된다.철조망과 박해에 클라인과 막사의 동료들은 살아남는 것뿐만 아니라 수용소의 억류를 초월하려 한다.",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55090
인크레더블 손오공,개봉일 : 2019-07-18,액션,Unable to get rating,"전설의 제공은 능력이 뛰어나 많은 요괴들이 그를 무서워했다. 그럼에도 불구하고 물의 요괴인 수괴는 각종 오염을 일으키는 무지한 인간들을 해치려고 쓰나미를 일으키지만, 이때 제공이 나타나 수괴로부터 인간들을 구해낸다. 마침내 세상에 평화가 찾아온 듯 했으나 요괴 대붕새가 인간들을 현혹시켜 또다시 음모를 꾸미고 있다는 것을 알고 제공은 옥황상제를 찾아가 다른 신들과 함께 요괴를 물리치려 한다. 과연 이 싸움에서 누가 승리할 것인가...",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=54938
인투 더 애쉬,Unable to get the release date,"액션, 범죄",Unable to get rating,"“반지를 끼워준 순간, 네가 죽인 거야.”어두운 과거를 뒤로하고, 사랑하는 여인 ‘타라’와 행복한 결혼 생활을 누리던 ‘닉’.이런 그 앞에 옛 동료 ‘슬론’과 ‘찰리’가 다시 나타나고,이들은 그의 가장 소중한 것들을 송두리째 파괴한다.보안관인 장인의 만류에도 불구하고, ‘닉’은 옛 동료들을 직접 상대하러 나서는데..이제 법이 아닌 내 손으로, 너희들을 기필코 응징한다!","bisabis
2019-12-07 18:03:06
8
배우 캐스팅부터 남다른 기대작! 프랭크 그릴로, 루크 그림즈, 제임스 뱃지 데일, 로버트 테일러 !!!
신고",http://www.cine21.com/movie/info/?movie_id=55596
자전차왕 엄복동,개봉일 : 2019-02-27,드라마,12세이상관람가,"일제강점기, 일본에서는 조선의 민족의식을 꺾고그들의 지배력을 과시하기 위해 전조선자전차대회를 개최한다.하지만 일본 최고의 선수들을 제치고조선인 최초로 우승을 차지한 엄복동의 등장으로일본의 계략은 실패로 돌아가고,계속되는 무패행진으로 ‘민족 영웅’으로 떠오른그의 존재에 조선 전역은 들끓기 시작한다.때맞춰 애국단의 활약까지 거세지자 위기감을 느낀 일본은엄복동의 우승을 막고 조선인들의 사기를 꺾기 위해최후의 자전차 대회를 개최하는데...일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","hwachul92
2019-03-31 23:47:44
5
일제 시기, 민족 의식과 자긍심을 심어준 자전차왕 엄복동을 재조명한 영화지만, '국뽕'이라 생각될만큼 역사적으로 너무 과장된 점도 문제인데다 독립지사가 엄복동을 지도해주었다는 등의 확실치도 않은 내용을 지나치게 창작해서 넣은 것도 솔직히 납득이 가지 않았습니다! 기대에 비하여 내용이 크게 재미있지 못 했으니, 별 2개 반 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=50747
자전차왕 엄복동,개봉일 : 2019-02-27,드라마,12세이상관람가,"일제강점기, 일본에서는 조선의 민족의식을 꺾고그들의 지배력을 과시하기 위해 전조선자전차대회를 개최한다.하지만 일본 최고의 선수들을 제치고조선인 최초로 우승을 차지한 엄복동의 등장으로일본의 계략은 실패로 돌아가고,계속되는 무패행진으로 ‘민족 영웅’으로 떠오른그의 존재에 조선 전역은 들끓기 시작한다.때맞춰 애국단의 활약까지 거세지자 위기감을 느낀 일본은엄복동의 우승을 막고 조선인들의 사기를 꺾기 위해최후의 자전차 대회를 개최하는데...일제강점기, 그 어느 때보다 뜨거웠던 한일전이 시작된다!","penny2003
2019-03-01 23:20:54
5
특히 결말이 너무 뻔하고 유치하다. 떼창이라니. ㄷㄷ
신고",http://www.cine21.com/movie/info/?movie_id=50747
장난스런 키스,개봉일 : 2019-03-27,멜로·로맨스,12세이상관람가,"내가 좋아하는 사람이날 좋아할 확률은 얼마나 될까?♥A반 남신 ‘장즈수’와처음 본 순간 KISS한 F반 ‘위안샹친’!수학처럼 안 풀려도 절대 포기할 수 없는확률 0% 멀고도 용감한 짝사랑 일대기♥장난 아니게 설레는 로코의 새로운 흥행 공식2019년 봄, 너 x 나 = 공식 ♡ 로코","jyg03200
2019-03-29 16:44:56
10
두근두근 대는 장난스런키스 여러분 함께보시면 후회안합니다
신고",http://www.cine21.com/movie/info/?movie_id=54163
재혼의 기술,개봉일 : 2019-10-17,"코미디, 멜로·로맨스",12세이상관람가,"다시 해볼까? 말까?!호적상 ‘이혼남’인 것만 빼면 나름 완벽한(?) 남자 ‘경호’.어느 날 그의 앞에 아끼는 후배이자 영화감독 ‘현수’가 나타나면서외롭지만 순탄한 일상을 이어가던 그의 삶에 변화가 생기기 시작한다.영화 시나리오처럼 경호의 인생을 다시 써주려는 ‘현수’이름하여, ‘재혼 프로젝트’가 시작되는데!판단력도, 인내심도, 기억력도 부족한 돌싱,인생의 2막을 함께 열고 싶은 여자를 만났다!알 수 없는 마음으로 경호를 애태우는 여인 ‘성산댁’,그리고 예측할 수 없는 매력으로 늘 경호를 자극하는 ‘은정’.둘 중, 그의 진짜 인연이 있을까?!‘결혼’만 한 것들은 절~대 모르는 리얼 ‘재혼’의 기술이 시작된다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55286
적인걸5: 측천무후 지유명도,개봉일 : 2019-10-03,"액션, 무협",Unable to get rating,"모든 단서는 한 곳으로 향한다!주어진 시간은 단 1주일, 백골 시체 살인사건의 진실은?!당나라, 측천무후의 눈밖에 나 옥살이를 하던 수사관 ‘적인걸’은 한 지역의 흉흉한 사건 해결을 위해 잠시 특명을 하사 받는다.그것은 바로 하룻밤만에 백골의 모습으로 불타 발견되는 연쇄 살인사건의 진실을 1주일 내에 밝히라는 것.사건 현장에 도착한 적인걸은 ‘유령 병사’로 불리우는 요괴의 행적을 쫓게 되고, 서역의 미녀들이 가득한 기방인 ‘이몽재’로 모든 단서가 향하고 있다는 사실을 알게 되는데…!백골시체 연쇄살인을 막기 위한 적인걸의 미스터리 무협 활극이 시작된다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55304
접전: 갑을 전쟁,개봉일 : 2019-11-21,"액션, 드라마",Unable to get rating,"직장 상사와의 ‘불쾌 통쾌’한 한 판 승부!직원들에게 폭풍 갑질을 일삼는 꼰대 of 꼰대 ‘김 회장’한편, 그의 수행기사 ‘창수’는 뒷좌석에서 쏟아지는‘김 회장’의 폭언에 하루하루 시달리는 이 시대의 ‘을’이다평소처럼 만취한 ‘김 회장’의 갑질 속에서 운전대를 잡는 ‘창수’하지만 점점 도가 넘는 행동에 오늘만큼은 더 이상 참을 수가 없는데...깊이 억누르고 있던 을의 분노가 폭발하기 시작한다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55446
정글북: 마법 원정대,개봉일 : 2019-03-21,상영시간 : 80분,Unable to get rating,"올 봄, 5개의 소원을 찾아 떠나는스펙터클 정글 대모험이 시작된다!평화로운 정글을 습격한 하이에나들은마을을 빼앗고 사바의 엄마와 마을 사람들을 가두어 버린다.사바는 정글을 지키는 늑대 영웅 리키와 함께 전설 속 영웅을 찾기로 결심하고마법 원정대와 함께 모험을 떠나는데…한편, 악당 대왕 원숭이 조지맘과 부하들은이들을 막기 위해 거대한 전쟁을 일으키려 한다.과연 사바와 마법 원정대는 무사히 정글을 구해낼 수 있을까?",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=54359
