title,release_date,genre,rating,story,review,url
오케이 마담,개봉일 : 2020-08-12,"코미디, 액션",Unable to get rating,"“즐거운 여행 되세요~!”인생 최고의 행운인 줄 알았다, 놈들이 타기 전까지..극강의 쫄깃함으로 빠른 완판을 기록하는 꽈배기 맛집 사장 '미영'은컴퓨터 수리 전문가 '석환'의 남다른 외조로 하와이 여행에 당첨되고,난생처음 해외 여행을 떠나게 된다.하지만 비밀 요원을 쫓는 테러리스트들도 같은 비행기에 오르고꿈만 같았던 여행은 아수라장이 된다.난데없는 비행기 납치 사건의 유일한 해결사가 되어버린 부부.평범했던 과거는 접어두고, 숨겨왔던 내공을 펼치며 인질이 된 승객을 구하기 시작한다!휴가 끝 ;; 작전 시작 ^^구하자 비행기! 가자 하와이로!","hwachul92
2020-08-24 14:32:45
6
억지스럽고 말도 안 되는 면이 많았지만 그럭저럭 볼만한 코미디영화였습니다! 북한 간첩에 의하여 비행기가 납치되고 승객들이 인질로 붙잡힌 상황 속에서 평범해 보이는 부부가 살아남기 위한 서바이벌을 보였으며, 이들의 진짜 정체가 드러나는 모습이 너무 개연성 없고 억지스럽다는 생각이 들었습니다! 전반적으로 억지가 많았지만 나름대로 볼만했으니, 별 3개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=54192
오케이 마담,개봉일 : 2020-08-12,"코미디, 액션",Unable to get rating,"“즐거운 여행 되세요~!”인생 최고의 행운인 줄 알았다, 놈들이 타기 전까지..극강의 쫄깃함으로 빠른 완판을 기록하는 꽈배기 맛집 사장 '미영'은컴퓨터 수리 전문가 '석환'의 남다른 외조로 하와이 여행에 당첨되고,난생처음 해외 여행을 떠나게 된다.하지만 비밀 요원을 쫓는 테러리스트들도 같은 비행기에 오르고꿈만 같았던 여행은 아수라장이 된다.난데없는 비행기 납치 사건의 유일한 해결사가 되어버린 부부.평범했던 과거는 접어두고, 숨겨왔던 내공을 펼치며 인질이 된 승객을 구하기 시작한다!휴가 끝 ;; 작전 시작 ^^구하자 비행기! 가자 하와이로!","thrill5
2020-08-18 19:52:01
10
80, 90년대를 풍미했던 홍콩 무협 액션 코미디 영화는 한국 액션

감독들에게 교과서이자 로망이 되었고 풍성해진 한국 영화계에서 자신들의

실력을 발휘할 토대가 되었다. ‘오케이 마담’이라는 제목에서 ‘마담’으로

연상되는 ‘땡큐마담’, ‘예스마담’에서 주연을 맡으며 엄청난 무술 실력을

과시한 양자경이 떠오르듯 오케이 마담의 이미영(엄정화)도 양자경과 같이

엄청난 무술 실력을 비행기 내에서 발휘한다.

작품의 설정은 딱 예상 되듯 한국의 분단 상황을 토대로 한다. 그 양상은

‘강철비’와 달리 설정에 그칠 뿐 작품은 우리네 친한 이웃으로 살던 시장

꽈배기 집 미영을 기내에서 테러범을 응징하는 영웅으로 만드는 데

주력한다.

액션에 주력하면서 작품은 코미디에도 공을 쏟는다. 미영의 엄청난 무술

실력도 돋보이지만 그 무술 실력을 과시하기 전 단계에서 보이는 친밀한

서민의 모습, 남편인 석환(박성웅)은 전파상을 운영하면서 성실하고

살뜰하게 살면서 이벤트 당첨을 원하는 소박하고 다정한 이다. 딸인

나리(정수빈)는 말괄량이 기질이 다분히 있으며 이 세 식구는 그리 넓지

않은 아파트에서 고장난 세탁기를 고치며 궁색하게 살고는 있으나 어느

이웃처럼 보통 사람의 모습을 보이며 과장된 기쁨과 환희에 코미디에

해당할 만한 과잉된 모습을 보인다.

천신만고 끝에 비행기에 오른 세 식구는 테러가 일어나기 전까지 순박한

모습을 보이지만 테러 발생 뒤 이미영은 물론이고 석환 또한 단순한

전파상 아저씨의 모습을 벗고 전직 특수 요원의 능력을 발휘한다.

홍콩 액션 코미디 영화의 영향이 짙은 작품이지만 외국에서도 한국 액션

영화의 실감나는 타격감으로 감상할 수 있는 생생한 고통과 상처를

묘사하는 모습에서는 더 진일보 했다고 할 수 있다.

‘오케이 마담’은 잘 만든 기획 영화이자 관객의 웃음을 유발하면서

오래간만에 영화 자체의 즐거움을 느끼게 해 준 작품이다. ‘즐거움’을 온전히

추구하며 성차에 대한 눈살 찌푸리는 거 하나 없이 균형 있는 대중 감성과

취향을 고려한 과잉과 설정에도 좋은 점수를 줄 수 있는 작품이다.
more
신고",http://www.cine21.com/movie/info/?movie_id=54192
오케이 마담,개봉일 : 2020-08-12,"코미디, 액션",Unable to get rating,"“즐거운 여행 되세요~!”인생 최고의 행운인 줄 알았다, 놈들이 타기 전까지..극강의 쫄깃함으로 빠른 완판을 기록하는 꽈배기 맛집 사장 '미영'은컴퓨터 수리 전문가 '석환'의 남다른 외조로 하와이 여행에 당첨되고,난생처음 해외 여행을 떠나게 된다.하지만 비밀 요원을 쫓는 테러리스트들도 같은 비행기에 오르고꿈만 같았던 여행은 아수라장이 된다.난데없는 비행기 납치 사건의 유일한 해결사가 되어버린 부부.평범했던 과거는 접어두고, 숨겨왔던 내공을 펼치며 인질이 된 승객을 구하기 시작한다!휴가 끝 ;; 작전 시작 ^^구하자 비행기! 가자 하와이로!","penny2003
2020-08-16 22:15:20
5
분위기는 유쾌, 재미는 유치
신고",http://www.cine21.com/movie/info/?movie_id=54192
오픈 더 도어,개봉일 : 2020-04-08,"스릴러, 공포",Unable to get rating,"사라진 아들, 뒤바뀐 아이…흔들리지 마라!절대, 사랑에 빠지지 마라!전세계를 충격에 빠트렸던 실화 공포 스릴러!6살 어린 아들이 흔적도 없이 실종됐다. 이고르와 아내 폴리나는 3년 동안 미친 듯이 아들을 찾아다니지만 시체도, 아무런 단서도 발견하지 못한다. 절망에 빠져 집으로 돌아오는 차 안, 부부는 길에서 아들 또래의 고아 소년을 발견하고 이끌리듯 집으로 데려온다. 아이에게 사랑을 쏟을수록 행동과 얼굴까지 점점 실종된 아들과 똑같이 닮아가는 아이를 보며 혼란을 느끼는 이고르. 하지만 아이의 모습이 아들처럼 변해갈수록 주변에 기이한 일들이 자꾸 벌어지고 급기야 아내 폴리나는 공포로 이상증세까지 보이는데... 아이를 향한 사랑과 공포 사이에서 갈등하던 이고르는 결국 아이의 정체를 쫓기 시작하고 드러나는 충격적인 비밀들. 공포는 걷잡을 수 없이 충격적인 엔딩을 향해 극으로 치닫기 시작한다.","penny2003
2020-04-10 23:05:32
5
'오멘' 오마주도 아니고 너무 플롯 베낀 티가 난다.
신고",http://www.cine21.com/movie/info/?movie_id=56058
온워드: 단 하루의 기적,개봉일 : 2020-06-17,"판타지, 어드벤처",Unable to get rating,"마법이 허락된 단 하루, 지금 만나고 싶은 사람이 있나요?마법이 사라진 세상에 살고 있는 취향과 성격 모두 정반대의 두 형제인철든 동생 ‘이안’(톰 홀랜드)과 의욕충만 형 ‘발리’(크리스 프랫).‘이안’은 태어나서 얼굴도 본 적 없는 아빠를 그리워하던 중, 서프라이즈 생일 선물로아빠의 마법 지팡이를 받게 된다. 그러나 실수로, 아빠의 반쪽만 소환시키는 위기가 발생하는데!!주어진 시간은 단 하루, 두 형제는 완벽한 모습의 아빠를 찾기 위해 모험을 떠나고마법으로 절벽을 건너고, 까마귀 봉우리의 힌트를 따라 관문을 통과하지만서로 다른 성격으로 인해, 사사건건 부딪히게 되고, 위험이 발생하는데…과연 이들은 무사히 기적을 이룰 수 있을까?기적을 향한 출발, 지금 당신을 만나러 갑니다.","penny2003
2020-06-20 19:47:18
7
역시 기본빵은 해주는 픽사 애니. 마지막은 울림까지.
신고",http://www.cine21.com/movie/info/?movie_id=55555
올 머스트 다이,개봉일 : 2020-03-12,상영시간 : 82분,Unable to get rating,에벤과의 결혼을 코앞에 둔 기나는 친구들에게 납치되어 처녀파티를 떠난다. 친구들은 오슬로에서 한참 떨어진 숲에 있는시골집까지 빌려 뒀다. 공포를 좋아하는 기나의 처녀파티에 안성맞춤인 장소다. 기나는 친구들이 선물한 빨간 수영복을 차려입고캄캄한 시골의 어둠 속에서 홀로 소름 끼치는 게임에 나선다. 하지만 재미로 시작한 게임은 시간이 지날수록 불길한 상황들로 이어진다.이것 역시 친구들이 준비한 계획의 일부일까? 아니면 드디어 기나가 현실감각을 잃어가는 걸까?,There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56047
url을 찾을 수 없습니다.,,,,,,
와일드 시티,개봉일 : 2020-06-17,액션,Unable to get rating,"무장강도죄로 9년 복역한 ‘리암’은출소 후 새로운 삶을 살기로 결심한다.하지만 불법 자금 세탁원으로 일하는 동생 ‘숀’과오랜 소꿉친구 ‘바이포드’가 범상치 않은 일에 휘말리게 되고경찰과 거대 조직의 추격 속,가족을 지키기 위해 사건을 파헤치기 시작하는데…절대 그 누구도 믿어서는 안된다!","penny2003
2020-06-18 23:57:24
6
다소 익숙한 내용임에도 사실적이고 적나라한 표현으로 인해 몰입감이 시종일관 유지
신고",http://www.cine21.com/movie/info/?movie_id=56313
욕창,개봉일 : 2020-07-02,드라마,12세이상관람가,"“욕창은 겉에서 봐서는 몰라요,속이 얼마나 깊은지가 문제거든요”퇴직 공무원 창식은 간병인 수옥과 함께 뇌출혈로 쓰러진 아내 길순을 돌보며 지내던 중길순에게 욕창이 생긴 것을 발견한다.욕창과 함께 길순의 건강이 점점 악화되자 애써 감춰두었던 각자의 욕망이 드러나며,마음속 상처들이 덧나기 시작한다.",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=54700
용길이네 곱창집,개봉일 : 2020-03-12,"드라마, 가족",Unable to get rating,"“설령, 어제가 어떤 날이든내일은 분명 좋은 날이 올 것이다”1969년, 고도성장이 한창이던 일본 오사카 공항 근처의 판자촌 동네.그곳에 전쟁을 겪고 일본으로 건너와 뿌리를 내려 살아가던 사람들이 있었다.좁디좁은 ‘용길이네 곱창집’ 한 켠에 모여 술 한 잔에 시름을 털어내며차별과 무시를 꿋꿋하게 버틴다.가족이 있기에 오늘보다 나은 내일에 대한 희망을 버리지 않고 앞으로 나아간다.",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=52693
용루각: 비정도시,Unable to get the release date,액션,Unable to get rating,"정의를 위한 한방이 시작된다!겉모습은 평범한 중국집이지만 알고 보면 어려운 사람들을 위해 ‘대리 복수’를 해주는 해결사들의 집합소인 ‘용루각’. 그곳에선 각기 다른 이유로 이곳에 모이게 된 다섯 명의 멤버 철민, 지혜, 승진, 용태 그리고 곽사장이 있다. 비밀조직 ‘용루각’은 알 수 없는 정보원의 정보를 받아 법이 해결하지 못하는 곳을 직접 찾아다니며 정의 구현을 위해 힘쓴다. 그러던 어느 날, 대기업 회장 아들의 만행을 둘러싼 사망 사건이 발생하고, 용루각 멤버의 지인으로 밝혀지며 사건은 꼬이기 시작하는데..!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=57327
우리가 이별 뒤에 알게 되는 것들,개봉일 : 2020-09-30,드라마,12세이상관람가,"지금, 잘 살고 있는 것 같아?갑자기 이별과 마주한 네 여자,이해할 수 없지만 어쩌다 같이 사는그녀들의 인생 드라마괜찮아... 있는 그대로우리가 이별 뒤에 알게 되는 것들",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56729
우리집 똥멍청이,개봉일 : 2020-07-22,"코미디, 드라마",Unable to get rating,"우리집 ‘똥멍청이’는 안물어요,우리 가족들이 물어요!25년 전 베스트셀러 작가로 이름을 떨쳤던 ‘앙리 모헨’은현재 ‘망작 제조기’라 불리며 오랜 슬럼프에 빠져 있다.게다가 우울증과 와인에 빠져 있는 아내 ‘세실’과의 관계도,저마다 고민에 빠져 있는 자식들과의 관계도 삐걱거린다.인생의 황혼기, 가장으로도 작가로도 낙제점을 받은 앙리에게강아지 ‘똥멍청이’가 찾아온 이후 그에게 변화가 시작되는데...!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56541
우아한 만찬,개봉일 : 2020-01-16,"코미디, 드라마",Unable to get rating,"출장 치료를 간 테라피스트 ‘베아트리스’.갑작스러운 자동차 고장으로 인해고객의 집에서 개최되는 저녁 만찬에 함께하게 된다.부동산 거물부터 호텔 사업가, 그리고 변호사까지‘베아트리스’와는 전혀 다른 세계의 사람들.예정에 없던 손님의 등장에 묘한 분위기가 흐르고어딘가 모르게 불편한 식사 자리가 계속된다.초대됐지만 초대받지 못한 손님이 되어버린 ‘베아트리스’.그녀의 날카로운 돌직구에 모두가 당황하기 시작하는데…계획과 다르게 흘러가는 파티!웃픈 ‘우아한 만찬’의 결말은?",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=51129
울프 콜,개봉일 : 2020-03-05,"액션, 스릴러",Unable to get rating,보이지 않는다! 들리지 않는다!눈과 귀를 속이는 핵 잠수함 전쟁!대통령 명령으로 적진에 핵 미사일 발사를 준비하는 ‘무적함’(SSBN)과이를 호위하는 핵 추진 공격 잠수함 ‘티탄함’(SSN)하지만 음파 탐지(SONAR)를 통해 적의 충격적인 비밀을 알아차린 해군은핵 미사일 발사 10초를 남기고 사상 최악의 핵 전쟁을 막기 위해 사투를 벌이는데…,"penny2003
2020-03-08 09:39:16
6
중반까지 지루함만 버티면 그 이후부턴 꿀잼 모드
신고",http://www.cine21.com/movie/info/?movie_id=55844
워터 릴리스,개봉일 : 2020-08-13,드라마,Unable to get rating,"“너한테 난 뭐야?”싱크로나이즈드 선수 ‘플로리안’을 본 순간 ‘마리’는 덜컥 사랑에 빠져버린다.하지만 ‘플로리안’은 모든 남성들의 선망을 받고, 남자들과 자유로운 관계를 맺는 것 처럼 보인다.‘플로리안’의 모든 것이 알고 싶고, 갖고 싶은 ‘마리’.한편, ‘마리’의 절친 ‘안나’는 수영부 남학생 ‘프랑수아’와 첫키스를 하기 위해 노력한다.처음 느끼는 사랑의 감정!사랑에 빠지고, 사랑에 눈뜬 소녀들의올 여름, 가장 거침없고 감각적인 드라마가 찾아온다.","egyption11
2008-08-03 13:03:48
6
잘은 모르겠지만 소녀에서 여성으로 되어가는 성장내용
신고",http://www.cine21.com/movie/info/?movie_id=22958
원더 우먼 1984,개봉일 : 2020-12-23,"판타지, 어드벤처, 액션",12세이상관람가,"세상이 기다린 히어로, 희망이 되다!1984년 모든 것이 활기찬 시대, 다이애나 프린스는 고고학자로서 인간들 사이에서 조용히 살고 있다. 단지 원더 우먼으로서 위기에 처한 사람을 구할 때만 빼고는. 그런 다이애나 앞에 거짓말처럼 죽었던 스티브 트레버가 나타나고, 거부할 수 없는 적마저 함께 찾아오는데…지나친 풍요로움이 과잉이 되어 또 다시 위협받는 인류, 위태로운 세상에 오직 원더 우먼만이 희망이다! 그 어떤 적도 피하지 않는다!","sonso1112
2021-01-23 18:13:01
5
로맨스와 메세지만 남은 히어로 영화
신고",http://www.cine21.com/movie/info/?movie_id=55620
원더 우먼 1984,개봉일 : 2020-12-23,"판타지, 어드벤처, 액션",12세이상관람가,"세상이 기다린 히어로, 희망이 되다!1984년 모든 것이 활기찬 시대, 다이애나 프린스는 고고학자로서 인간들 사이에서 조용히 살고 있다. 단지 원더 우먼으로서 위기에 처한 사람을 구할 때만 빼고는. 그런 다이애나 앞에 거짓말처럼 죽었던 스티브 트레버가 나타나고, 거부할 수 없는 적마저 함께 찾아오는데…지나친 풍요로움이 과잉이 되어 또 다시 위협받는 인류, 위태로운 세상에 오직 원더 우먼만이 희망이다! 그 어떤 적도 피하지 않는다!","thrill5
2021-01-03 19:15:35
8
아직까지 80년대의 향수가 걷히지 않고 있다. 21세기를 맞이한 21년의

세월이 무색하게 영화뿐만 문화 전반에서 과거 추억에 빠져 오랫동안

헤어나오지 못하는 모습인데 문제는 과거의 추억뿐만 아니라 당시의 낡은

기조까지 그대로 답습 한다는 데에 있다.

‘원더우먼 1984’는 제목 그대로 80년대에 등장한 다이애나(갤 가돗)의

이야기로 당시 할리우드의 가치를 전면에 내세우며 영웅물치고는 전혀

새로울 것 없는 권선징악의 전형적인 모습으로 관객을 맞이한다. 그나마

할리우드의 대규모 시각적 쾌감을 연출하고 즐기기에는 어느 정도의 재미는

보장한다는 게 위안으로 삼을 거리다.

급성장하고 대중문화 전반에 화려한 시각화, 특히 MTV의 등장으로 음악을

듣는 것만이 아닌 보는 음악으로의 지각적 변화가 꿈틀대고 대중문화의

황금기를 구가하던 80년대의 풍경은 21세기의 영웅물을 장식하는 문화

코드가 되고 문화 코드에서 당시의 뻔한 플롯을 도입하며 식상한 모습으로

다가온다.

권선징악 코드에서 악역인 맥스 로드(페드로 파스칼)는 자기 자신을 황금

석화 시켜 욕망의 화신이 되고 이는 미국 자본주의의 무한한 욕망을

대변한다. 그러나 끝없는 욕망의 추구가 야기한 전지구의 멸망은 어느

서사에서나 보던 사례이자 간단하게 욕심부려야 좋을 게 없다는 교훈을

전달할 뿐이다.

서로의 욕망을 제어하며 평화를 되찾고 막을 내린 후 쿠키 영상에서

등장하는 반가운 얼굴로 다음 시리즈의 전개를 어느 정도 점 칠 수 있으며 첫

편의 화려하고 비범한 시선 대신에 관습에 젖은 두 번째 시리즈가 아쉽다고

할 수 있다.
more
신고",http://www.cine21.com/movie/info/?movie_id=55620
원더 우먼 1984,개봉일 : 2020-12-23,"판타지, 어드벤처, 액션",12세이상관람가,"세상이 기다린 히어로, 희망이 되다!1984년 모든 것이 활기찬 시대, 다이애나 프린스는 고고학자로서 인간들 사이에서 조용히 살고 있다. 단지 원더 우먼으로서 위기에 처한 사람을 구할 때만 빼고는. 그런 다이애나 앞에 거짓말처럼 죽었던 스티브 트레버가 나타나고, 거부할 수 없는 적마저 함께 찾아오는데…지나친 풍요로움이 과잉이 되어 또 다시 위협받는 인류, 위태로운 세상에 오직 원더 우먼만이 희망이다! 그 어떤 적도 피하지 않는다!","penny2003
2020-12-27 17:34:17
5
갤 가돗이 연기를 이렇게 못 할 줄은 몰랐다.
신고",http://www.cine21.com/movie/info/?movie_id=55620
원더 우먼 1984,개봉일 : 2020-12-23,"판타지, 어드벤처, 액션",12세이상관람가,"세상이 기다린 히어로, 희망이 되다!1984년 모든 것이 활기찬 시대, 다이애나 프린스는 고고학자로서 인간들 사이에서 조용히 살고 있다. 단지 원더 우먼으로서 위기에 처한 사람을 구할 때만 빼고는. 그런 다이애나 앞에 거짓말처럼 죽었던 스티브 트레버가 나타나고, 거부할 수 없는 적마저 함께 찾아오는데…지나친 풍요로움이 과잉이 되어 또 다시 위협받는 인류, 위태로운 세상에 오직 원더 우먼만이 희망이다! 그 어떤 적도 피하지 않는다!","hwachul92
2020-12-27 14:06:07
9
재미있고 스케일이 넘치는 DC코믹스히어로영화였습니다! 전편 이후 3년 만에 나온 속편으로 1984년 냉전 시기를 배경으로 하여 원더우먼과 최강 여성 빌런 치타우먼과의 대결과 악마의 기운이 담긴 종유석의 엄청난 파괴력과 멸망을 저지하기 위한 숨막히는 사투까지 모두 잘 보여줘서 역시 기대를 저버리지 않은 영화였습니다! 전반적으로 스케일 넘치고 기대 이상이었던 영화였으니, 별 4개 반 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=55620
웰컴 투 X-월드,개봉일 : 2020-10-29,"다큐멘터리, 가족",Unable to get rating,"엄마는 왜 아빠가 돌아가신 후에도시월드에서 나오지 않는 걸까?구로동 집에는 나, 엄마 그리고 친할아버지가 산다.12년 전 아빠가 돌아가신 후에도엄마는 시아버지를 모시고 산다.희생하는 엄마를 보고 자란 나는 결혼이 싫다",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56300
위 아 리틀 좀비,개봉일 : 2020-02-05,드라마,12세이상관람가,"엄마, 아빠가 죽었다.부모님이 재가 돼 버린 그 날, 화장터에서 우연히 만난 우리.슬픈 게 정상인데 눈물이 나지 않았던 우리는감정을 찾기 위해 모험을 떠났고, 밴드를 결성했다.밴드 ‘리틀 좀비’는 꿈도, 미래도, 나아갈 힘도 없는4명의 작은 좀비들이 마음을 되찾고자 떠나는 여정이다.",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55834
url을 찾을 수 없습니다.,,,,,,
유전: 더 제네시스,Unable to get the release date,드라마,Unable to get rating,"8년째 비가 내리지 않은 미국.사람들은 세상의 종말이 올까 두려워하고 물의 가격은 천정부지로 치솟는다.초능력자 루스는 자신의 능력을 이용하려는 정부로부터 쫓기는 신세가 되고,더는 도망갈 곳이 없게 되자 오래전에 떠났던 가족의 집으로 돌아간다.하지만 루스의 엄마인 보는 딸을 반기기는커녕 손녀인 라일라가 위험에 처할까 봐 걱정하는데...",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56046
이 멋진 세계에 축복을! 붉은 전설,개봉일 : 2020-02-06,"애니메이션, 액션, 코미디, 판타지",Unable to get rating,"이세계 생활은,고향 방문조차도 대모험……!?교통사고(!?)로 허무하게 인생의 막을 내릴 예정이었던 게임을 사랑하는 은둔형 외톨이 사토 카즈마는, 어쩌다 보니 여신 아쿠아를 길동무 삼아서 이세계로 전생하게 된다.“RPG 게임 같은 이세계에서 동경하던 모험가 생활 엔조이! 목표는 용사!”하지만 신나는 기분은 잠깐이고, 전생한 카즈마에게는 골치 아픈 일만 계속된다.트러블 메이커 잉여신 아쿠아,중2병을 잘못 앓은 마법사 메구밍,망상 논스톱 여기사 다크니스라는,능력치는 높은데 나사가 심하게 빠진 세 사람과 파티를 짜게 되고,빚 때문에 옴짝달싹 못하게 되고, 국가 반역죄의 혐의로 재판에 회부되고,마왕군의 간부를 토벌하고, 때로는 죽기도 한다…….그러던 어느 날,다급하게 찾아온 홍마족 소녀 융융의 폭탄 발언으로 카즈마 일행은 얼어붙고 만다.“저요, 카즈마 씨의 아이를 원해요!”사정을 들어보니, 메구밍과 융융의 고향인 [홍마의 마을]이 멸망의 위기에 처했다고 한다.마을을 구하기 위해 먼저 출발한 융융을 쫓아서 홍마의 마을로 향한 카즈마 일행이었지만─!?카즈마 파티를 덮친, 최대의 위기!평범한 모험가 카즈마가 살아가는 이세계 라이프의 미래는 어디로!?",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=55983
이누야시키 : 히어로 VS 빌런,개봉일 : 2020-04-22,"액션, SF",Unable to get rating,"히어로와 빌런의 경계가 무너졌다!“나는 아무런 쓸모가 없는 인간인 걸까”회사와 가정에서 소외된 중년남 ‘이누야시키 이치로’“행복은 꼭 나를 피해 가는 것 같아”불행한 일만 연속되는 고교생 ‘시시가미 히로’두 사람은 돌연 추락 사고에 휘말려전신이 무장된 기계 몸으로 다시 태어난다.손가락 하나로 사람들의 목숨을 좌우하는같은 무기, 같은 기능, 같은 파괴력을 지녔지만충돌하는 세계관으로 격투를 벌이기 시작하는데…2020년 4월,온몸이 무기가 된 두 남자의 신개념 파이트가 펼쳐진다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=52686
이별식당,개봉일 : 2020-08-27,"뮤지컬, 멜로·로맨스, 드라마",12세이상관람가,그리스 스코펠로스 섬을 배경으로 펼쳐지는 풋풋한 로맨틱 뮤지컬!갑작스럽게 카톡 이별을 당한 요리사 해진은 그리스 스코펠로스 섬으로 떠난다.여름 휴가 때 함께 오기로 약속했던 바로 그 섬이다.해진은 이곳에서 이별식당이라는 한식당을 개업하고 이별을 앞둔 커플들의 마지막 작별을 위해정성껏 음식을 만들어 이들을 위로한다.그러던 어느 날 그리스 소녀 일레니가 찾아오고... 그는 또다시 사랑에 빠진다.,There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56604
이별의 목적,개봉일 : 2020-09,멜로·로맨스,12세이상관람가,"‘사랑에 유효기간이 있다면,이별에는 유예기간이 필요하다.’오랜 연인 ‘은찬’에게 갑작스런 이별을 통보 받은 ‘나린’쉽사리 이별을 받아들일 수 없었던 ‘나린’은한 달 간의 유예기간을 두고 ‘은찬’의 마음을 되돌리고자 한다.‘사랑은 늘 난데없이 끝나고, 이별은 항상 어렵다.’하지만 ‘나린’은 ‘사랑의 역사’ 앨범 제작 프로젝트에 뛰어들면서누구보다 ‘이별’에 대해 고민해야하는 위치에 놓이게 되는데…‘나린’은 미뤄왔던 ‘이별의 목적’을 찾을 수 있을까?",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56747
이웃사촌,개봉일 : 2020-11-25,"코미디, 드라마",12세이상관람가,"적인가, 이웃인가?낮에는 친근한 이웃집 vs 밤에는 수상한 도청팀백수가장 좌천위기 도청팀장 대권(정우)은 팀원들과 함께 해외에서 입국하자마자 자택 격리된 정치인 가족을 24시간 감시하라는 미션을 받는다. 이웃집으로 위장 이사온 도청팀원들은 라디오 사연 신청부터 한밤중에 나는 부스럭 소리까지 수상한 가족들의 모든 소리와 행동을 감시하면서 새로운 비밀들을 하나씩 발견하게 되는데…담벼락 사이 수상한 이웃사촌들웃고 울리는 비밀 소통작전이 펼쳐진다!","hwachul92
2020-11-30 20:52:16
8
코믹하면서 감동적인 현대사실화였습니다! 1985년 격동의 시기에서 '빨갱이'로 몰려 강제로 자택 연금 조치가 된 대권 후보 정치인과 이웃집에서 정치인에 대한 도청 명령을 받은 도청팀장의 기막힌 만남과 정든 이웃으로 발전하게 되면서 벌어지는 숨막히는 위협과 처참한 상황에까지 실제 사건을 잘 모티브했으며, 정우와 오달수의 연기도 나름 괜찮았습니다! 전반적으로 코믹하고 감동적이었으니, 별 4개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=57089
이웃의 아내,개봉일 : 2020-05-26,"스릴러, 멜로·로맨스",Unable to get rating,"결혼생활을 성실하게 지켜 온 중년 남성 ‘마이크’는이웃집으로 이사 온 젊은 아내 ‘제나’에게 끌림을 느낀다.정원 관리를 도와주며 제나와 가까워지던 중,마이크는 제나가 가정폭력을 당하고 있다는 사실을 알게 된다.남의 일에 관여하지 말라는 아내의 만류에도 불구하고제나를 보호하려던 마이크는 예상치 못한 파국을 맞이하게 되는데...옆집에 이사 온 매력적인 젊은 아내금단의 열매를 향한 위험한 욕망이 시작된다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56266
이장,개봉일 : 2020-03-25,드라마,12세이상관람가,“장남이 무슨 벼슬이야?!”a.k.a 살림 밑천 장녀 혜영믿을 건 돈이라고 외치는 둘째 금옥결혼을 앞둔 참견의 여왕 금희아무도 못 말리는 돌직구 혜연그리고 VIP 막내 아들 승락아버지 묘 이장을 위해 흩어져 지낸 오남매가 오랜만에 모이며세기말적 가부장제와 작별을 고하는 이야기,"eui2
2020-11-10 14:05:11
8
맞아요. 아프고 화목하진 않지만 그럴 수 있고 따뜻한 영화.
신고",http://www.cine21.com/movie/info/?movie_id=54698
인베이젼 2020,개봉일 : 2020-07-01,SF,12세이상관람가,"지구의 80%를 차지하는 물, 그들이 그것을 무기로 삼았다!인류는 생존할 수 있을 것인가!첫 우주 침공으로부터 3년이 지난 지구.인류는 상처를 이겨내고 조금씩 평범한 일상으로 돌아가고 있다.그러나 평화도 잠시, 불길한 징조와 함께 다시금 그들이 모습을 드러냈다.물이 존재하는 그 어느 곳도 안전하지 않은 상황.하지만 인류는 반드시 이겨낼 것이다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=56233
인비저블맨,개봉일 : 2020-02-26,공포,Unable to get rating,"모든 것을 통제하려는 소시오패스 남자에게서 도망친 세실리아그의 자살 소식과 함께 상속받게 된 거액의 유산하지만 그날 이후, 누구에게도 보이지 않는 존재가 느껴지기 시작했다!","hwachul92
2020-04-09 17:17:29
7
'할로우 맨'을 넘는 서스펜스호러영화였지만, '할로우 맨'에 비하여 긴장감이 조금 덜하고 소름돋는 부분이 많았지만 그나마 반전적인 부분들도 있어서 어느 정도 볼만한 영화였습니다! 전반적으로 투명인간이 등장하는 역대 영화들 중에서 그나마 비중 있었고 반전 전개가 괜찮았으니, 별 3개 반 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=55452
